filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,is_best
0.parquet,VectorDB,"{'top_k': 5, 'vectordb': 'furiosa_store'}",0.025105775197347004,0.25,0.75,0.15,True
