filename,module_name,module_params,execution_time,retrieval_f1,retrieval_recall,retrieval_precision,is_best
0.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'space'}",0.0028209702173868814,0.2455555555555556,0.7366666666666667,0.14733333333333332,False
1.parquet,BM25,"{'top_k': 5, 'bm25_tokenizer': 'porter_stemmer'}",0.002212087313334147,0.2700000000000001,0.81,0.16199999999999998,True
